uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
MG,SEPTICEMIA,OUTRO,"20 - 29",F,1
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
MG,SRAG,HOSPITAL,"20 - 29",F,1
MG,SRAG,HOSPITAL,"20 - 29",M,1
MG,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
MS,OUTRAS,DOMICILIO,"20 - 29",F,5
MS,OUTRAS,DOMICILIO,"20 - 29",M,8
MS,OUTRAS,HOSPITAL,"20 - 29",F,9
MS,OUTRAS,HOSPITAL,"20 - 29",M,23
MS,OUTRAS,OUTRO,"20 - 29",M,7
MS,OUTRAS,VIA_PUBLICA,"20 - 29",M,13
MS,COVID,HOSPITAL,"20 - 29",F,1
MS,COVID,HOSPITAL,"20 - 29",M,1
MS,INDETERMINADA,HOSPITAL,"20 - 29",M,1
MS,INDETERMINADA,POSTO_SAUDE,"20 - 29",M,1
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,1
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,2
MS,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"20 - 29",M,1
MS,PNEUMONIA,DOMICILIO,"20 - 29",M,1
MS,PNEUMONIA,HOSPITAL,"20 - 29",F,6
MS,PNEUMONIA,HOSPITAL,"20 - 29",M,10
MS,SEPTICEMIA,DOMICILIO,"20 - 29",M,1
MS,SEPTICEMIA,HOSPITAL,"20 - 29",F,7
MS,SEPTICEMIA,HOSPITAL,"20 - 29",M,10
MS,SRAG,HOSPITAL,"20 - 29",M,2
MT,OUTRAS,DOMICILIO,"20 - 29",F,1
MT,OUTRAS,DOMICILIO,"20 - 29",M,7
MT,OUTRAS,HOSPITAL,"20 - 29",F,10
MT,OUTRAS,HOSPITAL,"20 - 29",M,17
MT,OUTRAS,IGNORADO,"20 - 29",F,28
MT,OUTRAS,IGNORADO,"20 - 29",M,67
MT,OUTRAS,OUTRO,"20 - 29",F,2
MT,OUTRAS,OUTRO,"20 - 29",M,3
MT,OUTRAS,VIA_PUBLICA,"20 - 29",F,2
MT,OUTRAS,VIA_PUBLICA,"20 - 29",M,3
MT,COVID,HOSPITAL,"20 - 29",F,1
MT,COVID,HOSPITAL,"20 - 29",M,1
MT,INDETERMINADA,HOSPITAL,"20 - 29",M,1
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,1
MT,PNEUMONIA,HOSPITAL,"20 - 29",F,2
MT,PNEUMONIA,HOSPITAL,"20 - 29",M,3
MT,SEPTICEMIA,HOSPITAL,"20 - 29",F,2
MT,SEPTICEMIA,HOSPITAL,"20 - 29",M,2
PA,OUTRAS,DOMICILIO,"20 - 29",F,17
PA,OUTRAS,DOMICILIO,"20 - 29",M,27
PA,OUTRAS,HOSPITAL,"20 - 29",F,29
PA,OUTRAS,HOSPITAL,"20 - 29",M,54
PA,OUTRAS,IGNORADO,"20 - 29",F,1
PA,OUTRAS,IGNORADO,"20 - 29",M,3
PA,OUTRAS,OUTRO,"20 - 29",F,7
PA,OUTRAS,OUTRO,"20 - 29",M,23
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,4
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,8
PA,OUTRAS,VIA_PUBLICA,"20 - 29",F,9
PA,OUTRAS,VIA_PUBLICA,"20 - 29",I,1
PA,OUTRAS,VIA_PUBLICA,"20 - 29",M,59
PA,COVID,DOMICILIO,"20 - 29",F,1
PA,COVID,DOMICILIO,"20 - 29",M,1
PA,COVID,HOSPITAL,"20 - 29",F,5
PA,COVID,HOSPITAL,"20 - 29",M,12
PA,COVID,OUTRO,"20 - 29",M,1
PA,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,2
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,1
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,7
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,9
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,3
PA,PNEUMONIA,DOMICILIO,"20 - 29",F,1
PA,PNEUMONIA,DOMICILIO,"20 - 29",M,1
PA,PNEUMONIA,HOSPITAL,"20 - 29",F,11
PA,PNEUMONIA,HOSPITAL,"20 - 29",M,26
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
PA,SEPTICEMIA,HOSPITAL,"20 - 29",F,9
PA,SEPTICEMIA,HOSPITAL,"20 - 29",M,16
PA,SEPTICEMIA,OUTRO,"20 - 29",F,1
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
PA,SRAG,DOMICILIO,"20 - 29",M,1
PA,SRAG,HOSPITAL,"20 - 29",F,2
PA,SRAG,HOSPITAL,"20 - 29",M,2
PB,OUTRAS,DOMICILIO,"20 - 29",F,4
PB,OUTRAS,DOMICILIO,"20 - 29",M,18
PB,OUTRAS,HOSPITAL,"20 - 29",F,27
PB,OUTRAS,HOSPITAL,"20 - 29",M,36
PB,OUTRAS,OUTRO,"20 - 29",F,3
PB,OUTRAS,OUTRO,"20 - 29",M,6
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,3
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
PB,OUTRAS,VIA_PUBLICA,"20 - 29",M,18
PB,COVID,HOSPITAL,"20 - 29",F,4
PB,COVID,HOSPITAL,"20 - 29",M,5
PB,INDETERMINADA,DOMICILIO,"20 - 29",M,2
PB,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,1
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,2
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,7
PB,PNEUMONIA,DOMICILIO,"20 - 29",F,1
PB,PNEUMONIA,DOMICILIO,"20 - 29",M,1
PB,PNEUMONIA,HOSPITAL,"20 - 29",F,8
PB,PNEUMONIA,HOSPITAL,"20 - 29",M,13
PB,PNEUMONIA,OUTRO,"20 - 29",M,3
PB,SEPTICEMIA,DOMICILIO,"20 - 29",F,1
PB,SEPTICEMIA,HOSPITAL,"20 - 29",F,8
PB,SEPTICEMIA,HOSPITAL,"20 - 29",M,7
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PB,SRAG,HOSPITAL,"20 - 29",M,1
PE,OUTRAS,DOMICILIO,"20 - 29",F,16
PE,OUTRAS,DOMICILIO,"20 - 29",M,65
PE,OUTRAS,HOSPITAL,"20 - 29",F,65
PE,OUTRAS,HOSPITAL,"20 - 29",M,135
PE,OUTRAS,IGNORADO,"20 - 29",F,1
PE,OUTRAS,IGNORADO,"20 - 29",M,4
PE,OUTRAS,OUTRO,"20 - 29",F,3
PE,OUTRAS,OUTRO,"20 - 29",M,42
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,12
PE,OUTRAS,VIA_PUBLICA,"20 - 29",F,11
PE,OUTRAS,VIA_PUBLICA,"20 - 29",M,103
PE,COVID,HOSPITAL,"20 - 29",F,11
PE,COVID,HOSPITAL,"20 - 29",M,11
PE,INDETERMINADA,DOMICILIO,"20 - 29",M,4
PE,INDETERMINADA,HOSPITAL,"20 - 29",F,1
PE,INDETERMINADA,HOSPITAL,"20 - 29",M,5
PE,INDETERMINADA,IGNORADO,"20 - 29",F,1
PE,INDETERMINADA,OUTRO,"20 - 29",F,1
PE,INDETERMINADA,OUTRO,"20 - 29",M,1
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PE,INDETERMINADA,VIA_PUBLICA,"20 - 29",F,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,1
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,7
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,10
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",F,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",F,1
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,1
PE,PNEUMONIA,DOMICILIO,"20 - 29",M,1
PE,PNEUMONIA,HOSPITAL,"20 - 29",F,16
PE,PNEUMONIA,HOSPITAL,"20 - 29",M,15
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PE,SEPTICEMIA,DOMICILIO,"20 - 29",F,1
PE,SEPTICEMIA,DOMICILIO,"20 - 29",M,1
PE,SEPTICEMIA,HOSPITAL,"20 - 29",F,24
PE,SEPTICEMIA,HOSPITAL,"20 - 29",M,39
PE,SRAG,DOMICILIO,"20 - 29",M,1
PE,SRAG,HOSPITAL,"20 - 29",F,12
PE,SRAG,HOSPITAL,"20 - 29",M,21
PE,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PI,OUTRAS,DOMICILIO,"20 - 29",F,4
PI,OUTRAS,DOMICILIO,"20 - 29",M,8
PI,OUTRAS,HOSPITAL,"20 - 29",F,13
PI,OUTRAS,HOSPITAL,"20 - 29",M,12
PI,OUTRAS,OUTRO,"20 - 29",M,1
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PI,OUTRAS,VIA_PUBLICA,"20 - 29",M,3
PI,COVID,HOSPITAL,"20 - 29",M,1
PI,INDETERMINADA,DOMICILIO,"20 - 29",M,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,1
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,3
PI,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",F,1
PI,PNEUMONIA,HOSPITAL,"20 - 29",F,8
PI,PNEUMONIA,HOSPITAL,"20 - 29",M,10
PI,SEPTICEMIA,HOSPITAL,"20 - 29",F,8
PI,SEPTICEMIA,HOSPITAL,"20 - 29",M,10
PR,OUTRAS,DOMICILIO,"20 - 29",F,18
PR,OUTRAS,DOMICILIO,"20 - 29",M,58
PR,OUTRAS,HOSPITAL,"20 - 29",F,55
PR,OUTRAS,HOSPITAL,"20 - 29",M,114
PR,OUTRAS,OUTRO,"20 - 29",F,5
PR,OUTRAS,OUTRO,"20 - 29",M,71
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,9
PR,OUTRAS,VIA_PUBLICA,"20 - 29",F,9
PR,OUTRAS,VIA_PUBLICA,"20 - 29",M,112
PR,COVID,HOSPITAL,"20 - 29",F,6
PR,COVID,HOSPITAL,"20 - 29",M,3
PR,INDETERMINADA,DOMICILIO,"20 - 29",F,2
PR,INDETERMINADA,HOSPITAL,"20 - 29",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,1
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,10
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,5
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PR,PNEUMONIA,DOMICILIO,"20 - 29",F,1
PR,PNEUMONIA,DOMICILIO,"20 - 29",M,1
PR,PNEUMONIA,HOSPITAL,"20 - 29",F,20
PR,PNEUMONIA,HOSPITAL,"20 - 29",M,24
PR,PNEUMONIA,OUTRO,"20 - 29",M,1
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PR,PNEUMONIA,VIA_PUBLICA,"20 - 29",M,1
PR,SEPTICEMIA,HOSPITAL,"20 - 29",F,16
PR,SEPTICEMIA,HOSPITAL,"20 - 29",M,28
PR,SRAG,HOSPITAL,"20 - 29",F,1
PR,SRAG,HOSPITAL,"20 - 29",M,1
RJ,OUTRAS,DOMICILIO,"20 - 29",F,26
RJ,OUTRAS,DOMICILIO,"20 - 29",M,53
RJ,OUTRAS,HOSPITAL,"20 - 29",F,111
RJ,OUTRAS,HOSPITAL,"20 - 29",M,300
RJ,OUTRAS,IGNORADO,"20 - 29",F,2
RJ,OUTRAS,IGNORADO,"20 - 29",M,1
RJ,OUTRAS,OUTRO,"20 - 29",F,9
RJ,OUTRAS,OUTRO,"20 - 29",M,56
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,41
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,79
RJ,OUTRAS,VIA_PUBLICA,"20 - 29",F,5
RJ,OUTRAS,VIA_PUBLICA,"20 - 29",M,75
RJ,COVID,HOSPITAL,"20 - 29",F,37
RJ,COVID,HOSPITAL,"20 - 29",M,33
RJ,COVID,IGNORADO,"20 - 29",M,1
RJ,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,5
RJ,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,9
RJ,INDETERMINADA,DOMICILIO,"20 - 29",F,1
RJ,INDETERMINADA,HOSPITAL,"20 - 29",M,4
RJ,INDETERMINADA,OUTRO,"20 - 29",M,3
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,4
RJ,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,3
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,21
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,20
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,5
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,8
RJ,PNEUMONIA,HOSPITAL,"20 - 29",F,45
RJ,PNEUMONIA,HOSPITAL,"20 - 29",M,64
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,9
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,6
RJ,PNEUMONIA,VIA_PUBLICA,"20 - 29",M,2
RJ,SEPTICEMIA,HOSPITAL,"20 - 29",F,48
RJ,SEPTICEMIA,HOSPITAL,"20 - 29",M,54
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
RJ,SRAG,HOSPITAL,"20 - 29",F,7
RJ,SRAG,HOSPITAL,"20 - 29",M,1
RN,OUTRAS,DOMICILIO,"20 - 29",F,3
RN,OUTRAS,DOMICILIO,"20 - 29",M,16
RN,OUTRAS,HOSPITAL,"20 - 29",F,13
RN,OUTRAS,HOSPITAL,"20 - 29",M,25
RN,OUTRAS,OUTRO,"20 - 29",F,2
RN,OUTRAS,OUTRO,"20 - 29",M,3
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
RN,OUTRAS,VIA_PUBLICA,"20 - 29",M,26
RN,COVID,HOSPITAL,"20 - 29",F,2
RN,COVID,HOSPITAL,"20 - 29",M,4
RN,INDETERMINADA,HOSPITAL,"20 - 29",M,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,4
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,2
RN,PNEUMONIA,HOSPITAL,"20 - 29",F,6
RN,PNEUMONIA,HOSPITAL,"20 - 29",M,3
RN,SEPTICEMIA,HOSPITAL,"20 - 29",F,7
RN,SEPTICEMIA,HOSPITAL,"20 - 29",M,7
RN,SRAG,HOSPITAL,"20 - 29",M,2
RO,OUTRAS,DOMICILIO,"20 - 29",F,1
RO,OUTRAS,DOMICILIO,"20 - 29",M,8
RO,OUTRAS,HOSPITAL,"20 - 29",F,12
RO,OUTRAS,HOSPITAL,"20 - 29",M,13
RO,OUTRAS,OUTRO,"20 - 29",F,1
RO,OUTRAS,OUTRO,"20 - 29",M,6
RO,OUTRAS,VIA_PUBLICA,"20 - 29",M,6
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,3
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,2
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,3
RO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,1
RO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,2
RO,PNEUMONIA,HOSPITAL,"20 - 29",F,3
RO,PNEUMONIA,HOSPITAL,"20 - 29",M,1
RO,SEPTICEMIA,HOSPITAL,"20 - 29",F,4
RO,SEPTICEMIA,HOSPITAL,"20 - 29",M,5
RR,OUTRAS,DOMICILIO,"20 - 29",F,1
RR,OUTRAS,DOMICILIO,"20 - 29",M,3
RR,OUTRAS,HOSPITAL,"20 - 29",F,3
RR,OUTRAS,HOSPITAL,"20 - 29",M,16
RR,OUTRAS,OUTRO,"20 - 29",F,2
RR,OUTRAS,OUTRO,"20 - 29",M,10
RR,OUTRAS,VIA_PUBLICA,"20 - 29",M,3
RR,COVID,HOSPITAL,"20 - 29",F,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,2
RR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,1
RR,PNEUMONIA,HOSPITAL,"20 - 29",F,1
RR,PNEUMONIA,HOSPITAL,"20 - 29",M,3
RR,SEPTICEMIA,HOSPITAL,"20 - 29",F,2
RR,SEPTICEMIA,HOSPITAL,"20 - 29",M,4
RS,OUTRAS,DOMICILIO,"20 - 29",F,11
RS,OUTRAS,DOMICILIO,"20 - 29",M,16
RS,OUTRAS,HOSPITAL,"20 - 29",F,65
RS,OUTRAS,HOSPITAL,"20 - 29",M,61
RS,OUTRAS,IGNORADO,"20 - 29",M,2
RS,OUTRAS,OUTRO,"20 - 29",F,4
RS,OUTRAS,OUTRO,"20 - 29",M,10
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,7
RS,OUTRAS,VIA_PUBLICA,"20 - 29",F,4
RS,OUTRAS,VIA_PUBLICA,"20 - 29",M,10
RS,COVID,DOMICILIO,"20 - 29",M,1
RS,COVID,HOSPITAL,"20 - 29",F,1
RS,COVID,HOSPITAL,"20 - 29",M,3
RS,INDETERMINADA,HOSPITAL,"20 - 29",M,1
RS,INDETERMINADA,OUTRO,"20 - 29",M,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,2
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,10
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,11
RS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,1
RS,PNEUMONIA,HOSPITAL,"20 - 29",F,20
RS,PNEUMONIA,HOSPITAL,"20 - 29",M,29
RS,PNEUMONIA,IGNORADO,"20 - 29",F,1
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
RS,SEPTICEMIA,HOSPITAL,"20 - 29",F,25
RS,SEPTICEMIA,HOSPITAL,"20 - 29",M,28
RS,SRAG,HOSPITAL,"20 - 29",F,3
RS,SRAG,HOSPITAL,"20 - 29",M,6
SC,OUTRAS,DOMICILIO,"20 - 29",F,7
SC,OUTRAS,DOMICILIO,"20 - 29",M,15
SC,OUTRAS,HOSPITAL,"20 - 29",F,25
SC,OUTRAS,HOSPITAL,"20 - 29",M,55
SC,OUTRAS,OUTRO,"20 - 29",M,15
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
SC,OUTRAS,VIA_PUBLICA,"20 - 29",M,16
SC,COVID,HOSPITAL,"20 - 29",F,1
SC,COVID,HOSPITAL,"20 - 29",M,1
SC,INDETERMINADA,DOMICILIO,"20 - 29",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,1
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,4
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,5
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
SC,PNEUMONIA,DOMICILIO,"20 - 29",M,2
SC,PNEUMONIA,HOSPITAL,"20 - 29",F,6
SC,PNEUMONIA,HOSPITAL,"20 - 29",M,11
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
SC,SEPTICEMIA,DOMICILIO,"20 - 29",F,1
SC,SEPTICEMIA,HOSPITAL,"20 - 29",F,9
SC,SEPTICEMIA,HOSPITAL,"20 - 29",M,11
SC,SRAG,HOSPITAL,"20 - 29",F,2
SE,OUTRAS,DOMICILIO,"20 - 29",M,6
SE,OUTRAS,HOSPITAL,"20 - 29",F,17
SE,OUTRAS,HOSPITAL,"20 - 29",M,23
SE,OUTRAS,OUTRO,"20 - 29",M,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,5
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
SE,OUTRAS,VIA_PUBLICA,"20 - 29",F,2
SE,OUTRAS,VIA_PUBLICA,"20 - 29",M,9
SE,COVID,HOSPITAL,"20 - 29",F,2
SE,COVID,HOSPITAL,"20 - 29",M,2
SE,COVID,IGNORADO,"20 - 29",F,1
SE,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
SE,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,1
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,2
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
SE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,1
SE,PNEUMONIA,HOSPITAL,"20 - 29",F,6
SE,PNEUMONIA,HOSPITAL,"20 - 29",M,5
SE,SEPTICEMIA,HOSPITAL,"20 - 29",F,3
SE,SEPTICEMIA,HOSPITAL,"20 - 29",M,2
SE,SRAG,HOSPITAL,"20 - 29",F,1
SE,SRAG,HOSPITAL,"20 - 29",M,1
SP,OUTRAS,DOMICILIO,"20 - 29",F,75
SP,OUTRAS,DOMICILIO,"20 - 29",M,238
SP,OUTRAS,HOSPITAL,"20 - 29",F,257
SP,OUTRAS,HOSPITAL,"20 - 29",M,638
SP,OUTRAS,IGNORADO,"20 - 29",F,1
SP,OUTRAS,IGNORADO,"20 - 29",M,9
SP,OUTRAS,OUTRO,"20 - 29",F,27
SP,OUTRAS,OUTRO,"20 - 29",M,101
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,24
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,51
SP,OUTRAS,POSTO_SAUDE,"20 - 29",F,2
SP,OUTRAS,POSTO_SAUDE,"20 - 29",M,2
SP,OUTRAS,VIA_PUBLICA,"20 - 29",F,23
SP,OUTRAS,VIA_PUBLICA,"20 - 29",M,268
SP,COVID,DOMICILIO,"20 - 29",M,1
SP,COVID,HOSPITAL,"20 - 29",F,39
SP,COVID,HOSPITAL,"20 - 29",I,1
SP,COVID,HOSPITAL,"20 - 29",M,60
SP,COVID,OUTRO,"20 - 29",M,1
SP,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
SP,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
SP,COVID,POSTO_SAUDE,"20 - 29",F,1
SP,INDETERMINADA,DOMICILIO,"20 - 29",F,2
SP,INDETERMINADA,DOMICILIO,"20 - 29",M,5
SP,INDETERMINADA,HOSPITAL,"20 - 29",F,7
SP,INDETERMINADA,HOSPITAL,"20 - 29",M,8
SP,INDETERMINADA,OUTRO,"20 - 29",F,1
SP,INDETERMINADA,OUTRO,"20 - 29",M,3
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,10
SP,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,4
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,6
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,17
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,64
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,62
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"20 - 29",M,2
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",F,3
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,5
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,3
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,5
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,2
SP,PNEUMONIA,DOMICILIO,"20 - 29",F,3
SP,PNEUMONIA,DOMICILIO,"20 - 29",M,5
SP,PNEUMONIA,HOSPITAL,"20 - 29",F,77
SP,PNEUMONIA,HOSPITAL,"20 - 29",I,1
SP,PNEUMONIA,HOSPITAL,"20 - 29",M,166
SP,PNEUMONIA,OUTRO,"20 - 29",F,2
SP,PNEUMONIA,OUTRO,"20 - 29",M,2
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,6
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,5
SP,PNEUMONIA,VIA_PUBLICA,"20 - 29",F,1
SP,PNEUMONIA,VIA_PUBLICA,"20 - 29",M,1
SP,SEPTICEMIA,DOMICILIO,"20 - 29",F,2
SP,SEPTICEMIA,DOMICILIO,"20 - 29",M,3
SP,SEPTICEMIA,HOSPITAL,"20 - 29",F,92
SP,SEPTICEMIA,HOSPITAL,"20 - 29",M,107
SP,SEPTICEMIA,IGNORADO,"20 - 29",M,1
