uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PR,SEPTICEMIA,HOSPITAL,"30 - 39",F,88
PR,SEPTICEMIA,HOSPITAL,"30 - 39",M,106
PR,SEPTICEMIA,IGNORADO,"30 - 39",F,1
PR,SEPTICEMIA,OUTRO,"30 - 39",F,1
PR,SEPTICEMIA,OUTRO,"30 - 39",M,1
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PR,SEPTICEMIA,VIA_PUBLICA,"30 - 39",F,1
PR,SRAG,DOMICILIO,"30 - 39",F,1
PR,SRAG,HOSPITAL,"30 - 39",F,5
PR,SRAG,HOSPITAL,"30 - 39",M,4
RJ,OUTRAS,DOMICILIO,"30 - 39",F,85
RJ,OUTRAS,DOMICILIO,"30 - 39",M,185
RJ,OUTRAS,HOSPITAL,"30 - 39",F,578
RJ,OUTRAS,HOSPITAL,"30 - 39",M,752
RJ,OUTRAS,IGNORADO,"30 - 39",M,3
RJ,OUTRAS,OUTRO,"30 - 39",F,30
RJ,OUTRAS,OUTRO,"30 - 39",M,123
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,119
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,182
RJ,OUTRAS,VIA_PUBLICA,"30 - 39",F,14
RJ,OUTRAS,VIA_PUBLICA,"30 - 39",M,103
RJ,INDETERMINADA,DOMICILIO,"30 - 39",F,1
RJ,INDETERMINADA,HOSPITAL,"30 - 39",F,1
RJ,INDETERMINADA,HOSPITAL,"30 - 39",M,2
RJ,INDETERMINADA,IGNORADO,"30 - 39",M,1
RJ,INDETERMINADA,OUTRO,"30 - 39",M,1
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,4
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,5
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,80
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,73
RJ,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,16
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,18
RJ,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
RJ,PNEUMONIA,DOMICILIO,"30 - 39",F,9
RJ,PNEUMONIA,DOMICILIO,"30 - 39",M,11
RJ,PNEUMONIA,HOSPITAL,"30 - 39",F,147
RJ,PNEUMONIA,HOSPITAL,"30 - 39",M,209
RJ,PNEUMONIA,OUTRO,"30 - 39",F,2
RJ,PNEUMONIA,OUTRO,"30 - 39",M,6
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,20
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,31
RJ,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,2
RJ,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
RJ,SEPTICEMIA,DOMICILIO,"30 - 39",M,2
RJ,SEPTICEMIA,HOSPITAL,"30 - 39",F,210
RJ,SEPTICEMIA,HOSPITAL,"30 - 39",M,220
RJ,SEPTICEMIA,OUTRO,"30 - 39",F,1
RJ,SEPTICEMIA,OUTRO,"30 - 39",M,3
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,21
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,28
RJ,SEPTICEMIA,VIA_PUBLICA,"30 - 39",F,1
RJ,SRAG,HOSPITAL,"30 - 39",F,3
RJ,SRAG,HOSPITAL,"30 - 39",M,2
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RN,OUTRAS,AMBULANCIA,"30 - 39",F,1
RN,OUTRAS,DOMICILIO,"30 - 39",F,13
RN,OUTRAS,DOMICILIO,"30 - 39",M,35
RN,OUTRAS,HOSPITAL,"30 - 39",F,69
RN,OUTRAS,HOSPITAL,"30 - 39",I,1
RN,OUTRAS,HOSPITAL,"30 - 39",M,107
RN,OUTRAS,IGNORADO,"30 - 39",M,2
RN,OUTRAS,OUTRO,"30 - 39",F,1
RN,OUTRAS,OUTRO,"30 - 39",M,15
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,6
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
RN,OUTRAS,VIA_PUBLICA,"30 - 39",F,4
RN,OUTRAS,VIA_PUBLICA,"30 - 39",M,32
RN,INDETERMINADA,DOMICILIO,"30 - 39",F,2
RN,INDETERMINADA,HOSPITAL,"30 - 39",F,2
RN,INDETERMINADA,HOSPITAL,"30 - 39",M,5
RN,INDETERMINADA,IGNORADO,"30 - 39",M,1
RN,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,1
RN,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,2
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,10
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,8
RN,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
RN,PNEUMONIA,DOMICILIO,"30 - 39",F,3
RN,PNEUMONIA,DOMICILIO,"30 - 39",M,1
RN,PNEUMONIA,HOSPITAL,"30 - 39",F,12
RN,PNEUMONIA,HOSPITAL,"30 - 39",M,34
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RN,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,1
RN,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
RN,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
RN,SEPTICEMIA,HOSPITAL,"30 - 39",F,29
RN,SEPTICEMIA,HOSPITAL,"30 - 39",M,31
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RO,OUTRAS,DOMICILIO,"30 - 39",F,15
RO,OUTRAS,DOMICILIO,"30 - 39",M,28
RO,OUTRAS,HOSPITAL,"30 - 39",F,54
RO,OUTRAS,HOSPITAL,"30 - 39",M,67
RO,OUTRAS,OUTRO,"30 - 39",F,4
RO,OUTRAS,OUTRO,"30 - 39",M,18
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RO,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
RO,OUTRAS,VIA_PUBLICA,"30 - 39",M,23
RO,INDETERMINADA,DOMICILIO,"30 - 39",M,1
RO,INDETERMINADA,OUTRO,"30 - 39",F,1
RO,INDETERMINADA,OUTRO,"30 - 39",M,1
RO,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,4
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,7
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,6
RO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
RO,PNEUMONIA,DOMICILIO,"30 - 39",F,1
RO,PNEUMONIA,DOMICILIO,"30 - 39",M,1
RO,PNEUMONIA,HOSPITAL,"30 - 39",F,8
RO,PNEUMONIA,HOSPITAL,"30 - 39",M,7
RO,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
RO,SEPTICEMIA,HOSPITAL,"30 - 39",F,19
RO,SEPTICEMIA,HOSPITAL,"30 - 39",M,21
RO,SRAG,HOSPITAL,"30 - 39",M,1
RR,OUTRAS,DOMICILIO,"30 - 39",F,2
RR,OUTRAS,DOMICILIO,"30 - 39",M,13
RR,OUTRAS,HOSPITAL,"30 - 39",F,20
RR,OUTRAS,HOSPITAL,"30 - 39",M,43
RR,OUTRAS,OUTRO,"30 - 39",M,11
RR,OUTRAS,VIA_PUBLICA,"30 - 39",F,2
RR,OUTRAS,VIA_PUBLICA,"30 - 39",M,7
RR,INDETERMINADA,HOSPITAL,"30 - 39",F,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,5
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,3
RR,PNEUMONIA,HOSPITAL,"30 - 39",F,8
RR,PNEUMONIA,HOSPITAL,"30 - 39",M,7
RR,SEPTICEMIA,HOSPITAL,"30 - 39",F,8
RR,SEPTICEMIA,HOSPITAL,"30 - 39",M,5
RR,SRAG,HOSPITAL,"30 - 39",F,1
RS,OUTRAS,DOMICILIO,"30 - 39",F,66
RS,OUTRAS,DOMICILIO,"30 - 39",M,128
RS,OUTRAS,HOSPITAL,"30 - 39",F,284
RS,OUTRAS,HOSPITAL,"30 - 39",M,277
RS,OUTRAS,IGNORADO,"30 - 39",F,10
RS,OUTRAS,IGNORADO,"30 - 39",M,14
RS,OUTRAS,OUTRO,"30 - 39",F,9
RS,OUTRAS,OUTRO,"30 - 39",M,38
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,20
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,27
RS,OUTRAS,VIA_PUBLICA,"30 - 39",F,5
RS,OUTRAS,VIA_PUBLICA,"30 - 39",M,30
RS,INDETERMINADA,DOMICILIO,"30 - 39",F,3
RS,INDETERMINADA,DOMICILIO,"30 - 39",M,9
RS,INDETERMINADA,HOSPITAL,"30 - 39",M,3
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RS,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,3
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,54
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,54
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",F,1
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RS,PNEUMONIA,DOMICILIO,"30 - 39",F,1
RS,PNEUMONIA,DOMICILIO,"30 - 39",M,1
RS,PNEUMONIA,HOSPITAL,"30 - 39",F,78
RS,PNEUMONIA,HOSPITAL,"30 - 39",I,1
RS,PNEUMONIA,HOSPITAL,"30 - 39",M,126
RS,PNEUMONIA,IGNORADO,"30 - 39",M,4
RS,PNEUMONIA,OUTRO,"30 - 39",M,1
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
RS,SEPTICEMIA,HOSPITAL,"30 - 39",F,102
RS,SEPTICEMIA,HOSPITAL,"30 - 39",M,131
RS,SEPTICEMIA,IGNORADO,"30 - 39",F,2
RS,SEPTICEMIA,IGNORADO,"30 - 39",M,5
RS,SEPTICEMIA,OUTRO,"30 - 39",F,1
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
RS,SRAG,HOSPITAL,"30 - 39",F,5
RS,SRAG,HOSPITAL,"30 - 39",M,2
RS,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SC,OUTRAS,DOMICILIO,"30 - 39",F,28
SC,OUTRAS,DOMICILIO,"30 - 39",M,74
SC,OUTRAS,HOSPITAL,"30 - 39",F,185
SC,OUTRAS,HOSPITAL,"30 - 39",M,208
SC,OUTRAS,IGNORADO,"30 - 39",M,2
SC,OUTRAS,OUTRO,"30 - 39",F,2
SC,OUTRAS,OUTRO,"30 - 39",M,26
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,11
SC,OUTRAS,VIA_PUBLICA,"30 - 39",F,5
SC,OUTRAS,VIA_PUBLICA,"30 - 39",M,25
SC,INDETERMINADA,DOMICILIO,"30 - 39",F,1
SC,INDETERMINADA,DOMICILIO,"30 - 39",M,2
SC,INDETERMINADA,HOSPITAL,"30 - 39",F,2
SC,INDETERMINADA,HOSPITAL,"30 - 39",M,3
SC,INDETERMINADA,IGNORADO,"30 - 39",M,1
SC,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,5
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,32
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,31
SC,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,1
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SC,PNEUMONIA,DOMICILIO,"30 - 39",M,1
SC,PNEUMONIA,HOSPITAL,"30 - 39",F,40
SC,PNEUMONIA,HOSPITAL,"30 - 39",M,55
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
SC,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
SC,SEPTICEMIA,HOSPITAL,"30 - 39",F,62
SC,SEPTICEMIA,HOSPITAL,"30 - 39",M,65
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SC,SRAG,HOSPITAL,"30 - 39",F,1
SC,SRAG,HOSPITAL,"30 - 39",M,5
SE,OUTRAS,DOMICILIO,"30 - 39",F,10
SE,OUTRAS,DOMICILIO,"30 - 39",M,34
SE,OUTRAS,HOSPITAL,"30 - 39",F,56
SE,OUTRAS,HOSPITAL,"30 - 39",M,87
SE,OUTRAS,OUTRO,"30 - 39",M,3
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,11
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,35
SE,OUTRAS,VIA_PUBLICA,"30 - 39",M,10
SE,INDETERMINADA,DOMICILIO,"30 - 39",F,1
SE,INDETERMINADA,DOMICILIO,"30 - 39",M,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,2
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,15
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,6
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,5
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
SE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
SE,PNEUMONIA,DOMICILIO,"30 - 39",F,1
SE,PNEUMONIA,HOSPITAL,"30 - 39",F,17
SE,PNEUMONIA,HOSPITAL,"30 - 39",M,15
SE,PNEUMONIA,IGNORADO,"30 - 39",F,2
SE,SEPTICEMIA,HOSPITAL,"30 - 39",F,26
SE,SEPTICEMIA,HOSPITAL,"30 - 39",M,30
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SP,OUTRAS,DOMICILIO,"30 - 39",F,249
SP,OUTRAS,DOMICILIO,"30 - 39",M,802
SP,OUTRAS,HOSPITAL,"30 - 39",F,1219
SP,OUTRAS,HOSPITAL,"30 - 39",I,3
SP,OUTRAS,HOSPITAL,"30 - 39",M,2016
SP,OUTRAS,IGNORADO,"30 - 39",F,16
SP,OUTRAS,IGNORADO,"30 - 39",M,42
SP,OUTRAS,OUTRO,"30 - 39",F,64
SP,OUTRAS,OUTRO,"30 - 39",M,320
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,61
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,212
SP,OUTRAS,POSTO_SAUDE,"30 - 39",F,6
SP,OUTRAS,POSTO_SAUDE,"30 - 39",M,9
SP,OUTRAS,VIA_PUBLICA,"30 - 39",F,82
SP,OUTRAS,VIA_PUBLICA,"30 - 39",M,550
SP,INDETERMINADA,DOMICILIO,"30 - 39",F,4
SP,INDETERMINADA,DOMICILIO,"30 - 39",M,19
SP,INDETERMINADA,HOSPITAL,"30 - 39",F,14
SP,INDETERMINADA,HOSPITAL,"30 - 39",M,29
SP,INDETERMINADA,IGNORADO,"30 - 39",M,1
SP,INDETERMINADA,OUTRO,"30 - 39",F,3
SP,INDETERMINADA,OUTRO,"30 - 39",M,5
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
SP,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,10
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,11
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,46
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,213
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,185
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",F,1
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,6
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,10
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,10
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,27
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",F,2
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,5
SP,PNEUMONIA,DOMICILIO,"30 - 39",F,15
SP,PNEUMONIA,DOMICILIO,"30 - 39",M,54
SP,PNEUMONIA,HOSPITAL,"30 - 39",F,403
SP,PNEUMONIA,HOSPITAL,"30 - 39",M,691
SP,PNEUMONIA,IGNORADO,"30 - 39",F,1
SP,PNEUMONIA,IGNORADO,"30 - 39",M,1
SP,PNEUMONIA,OUTRO,"30 - 39",F,3
SP,PNEUMONIA,OUTRO,"30 - 39",M,15
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,12
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,36
SP,PNEUMONIA,POSTO_SAUDE,"30 - 39",F,2
SP,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,8
SP,SEPTICEMIA,DOMICILIO,"30 - 39",F,3
SP,SEPTICEMIA,DOMICILIO,"30 - 39",M,8
SP,SEPTICEMIA,HOSPITAL,"30 - 39",F,431
SP,SEPTICEMIA,HOSPITAL,"30 - 39",M,454
SP,SEPTICEMIA,IGNORADO,"30 - 39",F,3
SP,SEPTICEMIA,OUTRO,"30 - 39",F,3
SP,SEPTICEMIA,OUTRO,"30 - 39",M,5
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,13
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
SP,SEPTICEMIA,VIA_PUBLICA,"30 - 39",M,1
SP,SRAG,HOSPITAL,"30 - 39",F,11
SP,SRAG,HOSPITAL,"30 - 39",M,5
TO,OUTRAS,DOMICILIO,"30 - 39",F,11
TO,OUTRAS,DOMICILIO,"30 - 39",M,26
TO,OUTRAS,HOSPITAL,"30 - 39",F,32
TO,OUTRAS,HOSPITAL,"30 - 39",M,36
TO,OUTRAS,IGNORADO,"30 - 39",F,2
TO,OUTRAS,IGNORADO,"30 - 39",M,4
TO,OUTRAS,OUTRO,"30 - 39",F,3
TO,OUTRAS,OUTRO,"30 - 39",M,11
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
TO,OUTRAS,VIA_PUBLICA,"30 - 39",M,15
TO,INDETERMINADA,DOMICILIO,"30 - 39",F,3
TO,INDETERMINADA,DOMICILIO,"30 - 39",M,1
TO,INDETERMINADA,HOSPITAL,"30 - 39",F,1
TO,INDETERMINADA,OUTRO,"30 - 39",F,1
TO,INDETERMINADA,OUTRO,"30 - 39",M,3
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,5
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,7
TO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
TO,PNEUMONIA,DOMICILIO,"30 - 39",M,1
TO,PNEUMONIA,HOSPITAL,"30 - 39",F,9
TO,PNEUMONIA,HOSPITAL,"30 - 39",M,12
TO,SEPTICEMIA,HOSPITAL,"30 - 39",F,12
TO,SEPTICEMIA,HOSPITAL,"30 - 39",M,10
AC,OUTRAS,DOMICILIO,"40 - 49",F,16
AC,OUTRAS,DOMICILIO,"40 - 49",M,33
AC,OUTRAS,HOSPITAL,"40 - 49",F,33
AC,OUTRAS,HOSPITAL,"40 - 49",M,49
AC,OUTRAS,IGNORADO,"40 - 49",F,1
AC,OUTRAS,OUTRO,"40 - 49",F,2
AC,OUTRAS,OUTRO,"40 - 49",M,16
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AC,OUTRAS,VIA_PUBLICA,"40 - 49",F,4
AC,OUTRAS,VIA_PUBLICA,"40 - 49",M,10
AC,INDETERMINADA,HOSPITAL,"40 - 49",F,1
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,4
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,8
AC,PNEUMONIA,DOMICILIO,"40 - 49",M,1
AC,PNEUMONIA,HOSPITAL,"40 - 49",F,18
AC,PNEUMONIA,HOSPITAL,"40 - 49",M,16
AC,SEPTICEMIA,HOSPITAL,"40 - 49",F,14
AC,SEPTICEMIA,HOSPITAL,"40 - 49",M,14
AC,SEPTICEMIA,OUTRO,"40 - 49",M,1
AL,OUTRAS,DOMICILIO,"40 - 49",F,54
AL,OUTRAS,DOMICILIO,"40 - 49",M,106
AL,OUTRAS,HOSPITAL,"40 - 49",F,158
AL,OUTRAS,HOSPITAL,"40 - 49",M,206
AL,OUTRAS,IGNORADO,"40 - 49",M,2
AL,OUTRAS,OUTRO,"40 - 49",F,4
AL,OUTRAS,OUTRO,"40 - 49",M,20
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,20
AL,OUTRAS,VIA_PUBLICA,"40 - 49",F,3
AL,OUTRAS,VIA_PUBLICA,"40 - 49",M,51
AL,INDETERMINADA,DOMICILIO,"40 - 49",M,1
AL,INDETERMINADA,HOSPITAL,"40 - 49",M,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,4
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,11
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,44
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,35
AL,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,3
AL,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,2
AL,PNEUMONIA,DOMICILIO,"40 - 49",F,4
AL,PNEUMONIA,DOMICILIO,"40 - 49",M,2
AL,PNEUMONIA,HOSPITAL,"40 - 49",F,40
AL,PNEUMONIA,HOSPITAL,"40 - 49",M,47
AL,PNEUMONIA,VIA_PUBLICA,"40 - 49",M,1
AL,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
AL,SEPTICEMIA,DOMICILIO,"40 - 49",M,7
AL,SEPTICEMIA,HOSPITAL,"40 - 49",F,49
AL,SEPTICEMIA,HOSPITAL,"40 - 49",M,75
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AL,SRAG,HOSPITAL,"40 - 49",M,1
AM,OUTRAS,DOMICILIO,"40 - 49",F,39
AM,OUTRAS,DOMICILIO,"40 - 49",M,97
AM,OUTRAS,HOSPITAL,"40 - 49",F,233
AM,OUTRAS,HOSPITAL,"40 - 49",M,222
AM,OUTRAS,IGNORADO,"40 - 49",M,1
AM,OUTRAS,OUTRO,"40 - 49",F,2
AM,OUTRAS,OUTRO,"40 - 49",M,26
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,4
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,5
AM,OUTRAS,POSTO_SAUDE,"40 - 49",M,1
AM,OUTRAS,VIA_PUBLICA,"40 - 49",F,8
AM,OUTRAS,VIA_PUBLICA,"40 - 49",M,34
AM,INDETERMINADA,DOMICILIO,"40 - 49",F,1
AM,INDETERMINADA,DOMICILIO,"40 - 49",M,1
AM,INDETERMINADA,HOSPITAL,"40 - 49",F,1
AM,INDETERMINADA,HOSPITAL,"40 - 49",M,1
AM,INDETERMINADA,OUTRO,"40 - 49",M,2
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,2
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,4
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,13
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,17
AM,PNEUMONIA,DOMICILIO,"40 - 49",M,1
AM,PNEUMONIA,HOSPITAL,"40 - 49",F,41
AM,PNEUMONIA,HOSPITAL,"40 - 49",M,66
AM,PNEUMONIA,VIA_PUBLICA,"40 - 49",F,1
AM,PNEUMONIA,VIA_PUBLICA,"40 - 49",M,1
AM,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
